Date,Close,High,Low,Open,Volume
2025-05-19,103.410400390625,103.49806577319771,100.17638310677097,100.33224258484107,8561400
2025-05-20,106.28398895263672,106.43010535287694,103.02075736228645,103.02075736228645,10712100
2025-05-21,104.93000030517578,105.95280033061653,104.60854568355607,105.30989851916657,7968900
2025-05-22,103.97537231445312,105.15403174696277,103.3811710605399,104.47216511056511,7069400
2025-05-23,104.58905792236328,105.04687840934356,102.84541906005421,103.10842263477858,6037100
2025-05-27,106.2645034790039,106.71259575773769,105.24170353438693,105.49497146763018,7929700
2025-05-28,105.63134765625,106.61518275843137,104.45268820329824,106.29373558529113,4598300
2025-05-29,108.23218536376953,108.35881561083484,105.3196302269583,105.77745070409685,5596800
2025-05-30,107.22886657714844,108.72898058471546,106.74181686424183,108.72898058471546,11913200
2025-06-02,106.08916473388672,107.55031377208286,102.95256360947286,106.41061187413075,9987000
2025-06-03,106.498291015625,106.92688970537348,104.86180369823315,105.59237826078686,9884000
2025-06-04,106.1963119506836,108.40752172201482,106.06968170575793,106.68336164441259,7963200
2025-06-05,107.5990219116211,109.61540743005759,105.504706655325,106.14761584498332,10819400
2025-06-06,109.54722595214844,109.83945876705859,107.90099546294711,108.79717262716991,5263500
2025-06-09,110.07323455810547,110.57976298696985,108.87508900045053,109.68359330340044,6153000
2025-06-10,107.23860168457031,109.3329169259597,106.91715452381796,107.04378477309683,8870800
2025-06-11,106.46906280517578,108.16399360724378,106.19630874222575,106.97559120136349,6413600
2025-06-12,109.14784240722656,109.18679984384667,106.07942776407533,107.72565072156407,7026000
2025-06-13,107.89213562011719,109.25574716841939,107.4016276535464,108.41207286715301,8150100
2025-06-16,108.72599792480469,109.35384752474302,106.73453677332301,108.07852381480463,4740600
2025-06-17,105.94972229003906,108.5886575828772,105.69465604810911,108.19624970711367,7460400
2025-06-18,105.94972229003906,109.65796137266119,105.15510176792223,106.54814261655297,12894800
2025-06-20,106.44023132324219,108.06872140427768,105.2630151687898,106.78358541124432,23268100
2025-06-23,104.17408752441406,107.36238940472676,103.35003022337855,106.7541568131186,8173400
2025-06-24,105.16490173339844,105.55730959123238,103.98768564445398,104.31142268850878,7916700
2025-06-25,103.91902160644531,104.89022531737719,102.47692693849802,104.81174224378164,6053400
2025-06-26,105.57695007324219,105.81239182973931,103.78168890412519,104.17409682132606,6311700
2025-06-27,108.56903076171875,109.87378373992416,104.81173796789004,106.2047862714278,19545200
2025-06-30,108.76525115966797,109.32443000365336,107.79403989019987,108.51018489333265,6602300
2025-07-01,109.60891723632812,110.43296705564605,108.69657208805022,109.38328027081516,7677200
2025-07-02,109.3930892944336,110.68803003264755,108.98105691238916,109.66777255942479,5991100
2025-07-03,109.6285400390625,109.95227712137788,108.51018237702598,109.43233982923647,4039800
2025-07-07,109.65796661376953,110.44278240280691,108.64752133746059,109.87379132998271,6956400
2025-07-08,108.95162963867188,111.00195687793614,108.7848587225064,109.63834529835675,4682400
2025-07-09,111.09024810791016,111.51208528107861,109.707019460256,110.2956275546739,5234900
2025-07-10,112.3655776977539,112.68931478603213,110.68804117380097,110.9234829268404,6096900
2025-07-11,107.55858612060547,111.64942075827528,107.37219069857987,111.38454975000096,6116200
2025-07-14,109.96207427978516,110.06018186246423,107.57821270566122,107.58801747628294,6380600
2025-07-15,106.9896011352539,109.37347028278091,106.66587154784402,108.83391598072576,4938400
2025-07-16,107.76460266113281,108.61808924831374,106.50890341876861,106.51871567413149,3958600
2025-07-17,106.73454284667969,108.05891293801584,106.10669321101577,107.13675551114031,4276000
2025-07-18,106.16554260253906,108.79466553143001,105.98895943998082,107.76459583574733,6627900
2025-07-21,106.22441101074219,107.30352711107012,105.70447372960152,106.32251111357962,3573800
2025-07-22,108.07852935791016,108.86334514036332,106.00858502913398,106.34213435627187,4487900
2025-07-23,111.4041748046875,111.72791188167814,108.2845436185916,108.51999284798013,5228500
2025-07-24,111.0510025024414,111.54151047724822,110.37410658670724,111.42379335341153,4103700
2025-07-25,113.99405670166016,115.36748060454146,111.96335387221588,112.38519105343175,7680800
2025-07-28,110.88423156738281,112.57158019794441,110.54087748199126,111.2373979079449,5370500
2025-07-29,112.06145477294922,112.23803794256136,110.16809369832481,110.8057480753975,6278900
2025-07-30,112.5813980102539,113.55260175246046,111.37474503967879,112.10069478241998,5826900
