Date,Close,High,Low,Open,Volume
2025-05-19,263.6423645019531,264.3594086505394,260.37149692093885,260.73494996644735,3198600
2025-05-20,262.20831298828125,264.4969131773133,260.9019203251371,262.65030187860435,2437900
2025-05-21,256.2362976074219,260.9313917642827,255.78447674037534,260.2634774433426,3753900
2025-05-22,253.7806854248047,256.6291680376706,253.32886459047626,256.13804931215896,3091300
2025-05-23,254.0360870361328,255.2540519325352,251.24652117162822,253.98695717628826,2722600
2025-05-27,258.55438232421875,259.1044329142816,255.01832140559407,256.36398195540886,3284200
2025-05-28,255.61746215820312,260.2929219714375,255.32280291598576,258.4856086763194,2318400
2025-05-29,254.09503173828125,256.49169373503173,252.20912247138335,256.1184386735772,2295000
2025-05-30,254.45843505859375,255.49960437252724,252.53325802204802,254.15394384275518,9668900
2025-06-02,259.21246337890625,259.29105916310675,252.65112424707775,253.26993865174433,2831900
2025-06-03,260.4894104003906,260.8430015303491,257.9159228384775,258.6722649367407,2494700
2025-06-04,260.8036804199219,262.25740265654196,260.08666625616013,260.1946979888607,2588600
2025-06-05,262.1199035644531,262.75838196541736,260.39118582445275,260.48941557656354,2658400
2025-06-06,264.0942077636719,265.3711345760241,262.7780130313173,263.2298339154363,2495200
2025-06-09,267.2471618652344,268.61248635832186,261.9725513641884,263.33787585727583,4331500
2025-06-10,271.3332824707031,272.54144540942997,267.7186555973793,268.33747003000747,5163500
2025-06-11,276.5195007324219,276.74542615720344,270.22335452074594,271.7851385836318,4656000
2025-06-12,276.0382080078125,278.03214896688866,274.859510998044,276.52932676596436,3418000
2025-06-13,272.2958679199219,274.86932525070284,270.9305434720067,273.2682734062301,3243800
2025-06-16,276.823974609375,279.446561858927,273.7201305643634,274.3487469615969,3685300
2025-06-17,278.0223083496094,279.73142195815007,276.00873349403804,276.1560631217978,3069600
2025-06-18,278.1794738769531,281.81376461578645,277.9142805432366,279.93768739443277,3534100
2025-06-20,275.9792785644531,279.0733207727219,272.2762538868406,274.31929474936567,7677000
2025-06-23,284.0434265136719,284.4363155095208,275.2327551425825,276.64717950804567,3786200
2025-06-24,288.5715637207031,289.11178235587846,283.2871211709122,285.30069605712174,4219100
2025-06-25,285.8900146484375,290.8994313730689,284.3577267056806,289.25908172927444,3862300
2025-06-26,286.74456787109375,287.70717135081117,285.01585036482584,286.6168722081661,3621100
2025-06-27,284.5542297363281,287.91346536527055,283.395166647931,287.7661357281259,3562500
2025-06-30,289.5439453125,289.5734112360638,284.8488516464512,285.76232525243705,3495400
2025-07-01,286.0275573730469,289.8680794233323,284.9274262498399,289.31802884948286,3272800
2025-07-02,282.5406188964844,285.0355106104152,281.80394075058246,284.84888308207917,3257500
2025-07-03,286.78387451171875,287.1276636203576,282.78616082589315,282.8254587177255,1853300
2025-07-07,287.2749938964844,289.97614693754167,285.2024572486268,287.3044598215483,4488100
2025-07-08,285.26141357421875,290.35919836503905,284.34790996383305,287.8938027475363,2925300
2025-07-09,284.9864196777344,286.4204781203348,283.50323137189065,286.214216626145,2971300
2025-07-10,282.32452392578125,283.7684142830185,277.1972428588073,283.7684142830185,3487800
2025-07-11,278.552734375,282.3245228503416,277.89465202365295,279.9475248409985,3790700
2025-07-14,278.7491760253906,279.86891113794223,276.7061053306699,277.8062064852849,2857100
2025-07-15,277.6785583496094,279.10278476550997,275.74354923998396,278.72952971256035,2864100
2025-07-16,276.91241455078125,278.82775972756025,274.8988096514882,277.72765850234174,2804800
