Date,Close,High,Low,Open,Volume
2025-05-19,205.14999389648438,206.93800354003906,203.2100067138672,205.7899932861328,10356000
2025-05-20,204.3679962158203,204.9320068359375,202.66400146484375,203.0,5375000
2025-05-21,202.95199584960938,206.1479949951172,201.11599731445312,201.77999877929688,6298000
2025-05-22,203.1540069580078,205.4980010986328,202.35800170898438,202.95199584960938,4282000
2025-05-23,200.87399291992188,202.85800170898438,198.9199981689453,200.0,6940500
2025-05-27,205.47799682617188,205.96600341796875,202.5959930419922,202.7220001220703,5512500
2025-05-28,204.25999450683594,207.53399658203125,203.63600158691406,205.47799682617188,4966500
2025-05-29,203.04600524902344,204.91600036621094,200.94000244140625,204.63400268554688,6329500
2025-05-30,202.21800231933594,204.0,200.51800537109375,204.0,13319500
2025-06-02,202.4219970703125,203.58999633789062,200.05999755859375,201.8280029296875,5013000
2025-06-03,202.17599487304688,203.25,201.10000610351562,202.36399841308594,5118500
2025-06-04,202.54800415039062,203.50999450683594,200.5919952392578,202.31199645996094,3589000
2025-06-05,203.52000427246094,206.28799438476562,202.83399963378906,205.46200561523438,4512000
2025-06-06,206.04200744628906,206.9199981689453,203.26800537109375,205.24600219726562,4798500
2025-06-09,205.3719940185547,206.89599609375,203.61199951171875,206.1999969482422,4539000
2025-06-10,201.95799255371094,205.3719940185547,199.82400512695312,204.22799682617188,5946000
2025-06-11,200.86599731445312,203.54400634765625,200.27999877929688,202.04800415039062,3714000
2025-06-12,201.4739990234375,203.20799255371094,200.52000427246094,200.52000427246094,4241000
2025-06-13,197.73199462890625,200.1999969482422,195.63800048828125,199.6060028076172,6661000
2025-06-16,201.0260009765625,203.3939971923828,198.2760009765625,198.39999389648438,6154500
2025-06-17,200.98199462890625,202.39999389648438,199.8679962158203,200.77000427246094,4099000
2025-06-18,196.41600036621094,201.4080047607422,195.83999633789062,200.88800048828125,6047500
2025-06-20,194.28199768066406,197.20199584960938,193.08999633789062,197.1179962158203,10038500
2025-06-23,196.0800018310547,196.26600646972656,191.36599731445312,194.28199768066406,5499500
2025-06-24,199.26400756835938,199.89999389648438,197.0,198.0,7570000
2025-06-25,201.03199768066406,202.8000030517578,199.6300048828125,199.656005859375,5968500
2025-06-26,202.28799438476562,202.71200561523438,198.89999389648438,201.43600463867188,6022000
2025-06-27,204.48399353027344,206.6060028076172,202.41400146484375,202.55599975585938,7571500
2025-06-30,205.61599731445312,207.2740020751953,203.69000244140625,205.947998046875,5046500
2025-07-01,202.3780059814453,206.38800048828125,198.9459991455078,205.45199584960938,6220500
2025-07-02,201.95199584960938,202.20799255371094,198.39999389648438,200.07400512695312,4357000
2025-07-03,208.93800354003906,211.47799682617188,203.0,203.54600524902344,6029500
2025-07-07,207.0019989013672,209.8000030517578,205.5240020751953,208.64599609375,5668000
2025-07-08,204.5959930419922,207.75399780273438,202.25,207.43600463867188,7301000
2025-07-09,202.74200439453125,205.6020050048828,201.8000030517578,204.89999389648438,5767000
2025-07-10,193.6179962158203,202.74000549316406,193.06199645996094,202.74000549316406,10016500
2025-07-11,187.75599670410156,193.1999969482422,186.83399963378906,192.0,10773500
2025-07-14,192.3560028076172,192.8679962158203,187.0279998779297,187.74000549316406,9062500
2025-07-15,191.38400268554688,194.8679962158203,191.1999969482422,193.0540008544922,6321500
2025-07-16,193.3939971923828,193.8179931640625,190.67599487304688,193.01199340820312,4925500
